1_DMSO_1	2_DMSO_2	3_Sora_1	4_Sora_2	5_Tram_1	6_Tram_2
ENSG00000235434	0	1	0	0	0	0
ENSG00000169914	298	287	337	346	381	311
ENSG00000188784	0	0	0	0	1	0
ENSG00000242688	0	0	0	0	0	0
ENSG00000188257	0	0	0	0	0	1
ENSG00000127472	1	0	0	0	0	0
ENSG00000117215	0	0	0	0	0	1
ENSG00000158786	8	5	9	11	10	1
ENSG00000227066	1	0	0	0	2	0
ENSG00000187980	0	0	0	0	2	0
ENSG00000225986	3	7	1	7	2	2
ENSG00000162543	99	112	49	64	78	58
ENSG00000228105	0	0	0	0	0	0
ENSG00000158816	0	1	0	0	1	0
ENSG00000226664	0	0	0	0	0	0
ENSG00000236963	0	0	0	0	0	0
ENSG00000226487	0	0	0	1	0	0
ENSG00000162545	3532	3096	3327	3825	3755	2775
ENSG00000090432	953	982	836	1101	1098	984
ENSG00000215520	0	1	0	0	0	0
ENSG00000183114	0	0	0	0	0	0
ENSG00000158825	1568	1139	1536	1887	1767	1263
ENSG00000158828	389	314	325	473	445	354
ENSG00000117242	87	105	82	107	111	89
ENSG00000257033	0	0	0	0	0	0
ENSG00000244038	8897	9678	9301	11514	10426	9875
ENSG00000117245	12	14	12	20	14	13
ENSG00000235432	0	0	0	0	0	0
ENSG00000189410	205	220	123	140	182	172
ENSG00000233069	0	1	0	2	0	1
ENSG00000127483	4089	4116	4172	4809	4741	4304
ENSG00000203394	0	0	0	0	0	0
ENSG00000075151	4090	4194	3506	4230	4361	3890
ENSG00000251914	0	0	0	0	0	0
ENSG00000221808	0	0	0	0	0	0
ENSG00000233072	0	0	0	0	0	0
ENSG00000236073	0	0	0	0	0	0
ENSG00000235112	1	0	0	0	0	0
ENSG00000266867	0	0	0	0	0	0
ENSG00000117298	5465	5506	4998	6372	5889	4968
ENSG00000236936	1	1	0	2	0	0
ENSG00000231105	1	1	1	1	0	0
ENSG00000236216	1	0	0	1	0	1
ENSG00000228823	0	0	2	0	0	1
ENSG00000236009	0	0	0	0	0	0
ENSG00000227001	9	5	6	7	14	5
ENSG00000187952	1	0	0	0	0	0
ENSG00000186543	0	0	1	1	0	1
ENSG00000142794	507	576	515	580	588	516
ENSG00000176378	0	0	0	0	0	0
ENSG00000162551	1	8	1	0	2	1
ENSG00000233431	1	0	0	0	0	0
ENSG00000221781	0	0	0	0	0	0
ENSG00000076864	2214	2145	1405	1786	1990	1555
ENSG00000090686	1845	1805	1785	2093	2119	1855
ENSG00000231978	0	0	0	0	0	0
ENSG00000187942	5	4	1	5	4	0
ENSG00000142798	13762	10315	12804	16662	14455	11300
ENSG00000232037	6	7	10	4	1	6
ENSG00000219073	7	14	3	7	13	11
ENSG00000264385	0	0	0	0	0	0
ENSG00000263991	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0
ENSG00000142789	19	10	5	14	15	19
ENSG00000263582	0	0	0	0	0	0
ENSG00000263929	0	0	0	0	0	0
ENSG00000201273	1	0	0	0	0	0
ENSG00000228397	2	5	8	4	8	6
ENSG00000218510	161	199	164	196	155	156
ENSG00000070831	12668	13659	11705	13586	14077	12023
ENSG00000230068	0	0	0	0	0	0
ENSG00000271428	0	1	0	1	0	0
ENSG00000271840	1	0	0	0	2	0
ENSG00000162552	9	2	3	7	7	4
ENSG00000266564	0	0	0	0	0	0
ENSG00000234397	4	8	8	12	5	3
ENSG00000184677	1051	1111	1009	1274	1209	1148
ENSG00000237200	0	1	3	2	1	2
ENSG00000070886	1	1	3	3	1	2
ENSG00000173372	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0
ENSG00000173369	0	0	0	0	0	0
ENSG00000133216	1415	1629	1453	1904	1679	1762
ENSG00000265422	0	0	0	0	0	0
ENSG00000216157	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	0	0
ENSG00000264014	0	0	0	0	1	0
ENSG00000272796	6	10	3	5	9	7
ENSG00000215906	0	0	0	2	0	0
ENSG00000227868	1	1	0	1	2	2
ENSG00000004487	4815	5118	4626	5806	5478	4888
ENSG00000240553	0	0	0	0	0	0
ENSG00000263793	0	0	0	0	0	0
ENSG00000266802	0	0	0	0	0	0
ENSG00000169641	3613	3350	2454	2874	3022	2435
ENSG00000229010	0	0	0	0	0	0
ENSG00000206935	0	0	0	0	0	0
ENSG00000252578	0	0	0	0	0	0
ENSG00000179546	717	727	553	671	704	546
ENSG00000215381	1	1	1	1	3	6
ENSG00000261326	18	12	14	20	18	13
ENSG00000125944	7147	8154	7239	8498	8706	8341
ENSG00000125945	576	624	827	1018	778	705
ENSG00000249087	28	25	33	43	38	40
ENSG00000201405	0	0	0	0	0	0
ENSG00000271420	0	0	0	0	0	0
ENSG00000204219	64	54	104	87	93	64
ENSG00000232482	0	0	0	0	0	0
ENSG00000088280	15	21	28	35	27	34
ENSG00000007968	729	829	687	791	880	910
ENSG00000235052	1	0	2	0	0	0
ENSG00000117318	6	5	5	9	6	6
ENSG00000197880	0	0	1	0	2	1
ENSG00000229239	0	0	0	0	0	0
ENSG00000142676	26225	26569	25969	31198	30872	25962
ENSG00000203589	0	1	1	0	0	0
ENSG00000244609	0	1	1	0	1	1
ENSG00000011007	2368	2650	1499	1797	2210	2046
ENSG00000236810	17	16	23	22	17	15
ENSG00000057757	938	994	688	924	1054	899
ENSG00000011009	3119	3266	2660	3363	3368	3157
ENSG00000117308	2177	2007	1840	2318	2222	1849
ENSG00000117305	1380	1293	1694	1975	1712	1483
ENSG00000179163	863	850	1083	1297	1170	942
ENSG00000188822	3	0	0	0	2	2
ENSG00000264347	0	0	0	0	0	0
ENSG00000238538	0	0	0	0	0	0
ENSG00000229106	1	3	1	0	0	0
ENSG00000232557	0	1	0	0	0	0
ENSG00000264926	0	0	0	0	0	0
ENSG00000230228	2	1	1	2	1	3
ENSG00000189266	3573	3849	3467	4055	4131	3925
ENSG00000188529	3855	4236	3476	3908	4694	4081
ENSG00000215905	0	0	0	0	0	0
ENSG00000225315	0	3	3	3	3	3
ENSG00000142661	1542	1486	1545	1867	1910	1583
ENSG00000230703	0	0	1	1	0	0
ENSG00000142677	1578	1492	1059	1373	1493	1223
ENSG00000185436	552	544	410	529	520	388
ENSG00000230023	0	1	0	0	0	0
ENSG00000221032	0	0	0	0	0	0
ENSG00000266511	0	0	0	0	0	0
ENSG00000232298	1	0	2	3	1	1
ENSG00000158055	80	62	86	92	89	65
ENSG00000001460	292	321	368	422	371	318
ENSG00000001461	1580	1677	1378	1672	1756	1524
ENSG00000117602	1600	1679	1742	1995	1982	1635
ENSG00000266551	0	0	0	0	0	0
ENSG00000264443	6	2	8	3	4	6
ENSG00000184454	307	302	319	426	329	310
ENSG00000227312	0	0	0	0	0	0
ENSG00000239106	0	0	0	0	0	0
ENSG00000133226	4341	4729	4454	5123	5322	4859
ENSG00000238986	0	0	0	0	0	0
ENSG00000169504	2856	2833	2614	3219	3313	2754
ENSG00000238482	0	0	0	0	0	0
ENSG00000020633	1302	1392	1152	1519	1553	1373
ENSG00000229162	0	0	1	0	1	0
ENSG00000261025	0	0	2	2	1	0
ENSG00000264371	0	0	0	0	0	0
ENSG00000233755	0	0	0	1	0	0
ENSG00000233419	0	0	0	0	0	0
ENSG00000231953	0	0	0	0	0	0
ENSG00000117614	1181	1156	1180	1405	1404	1171
ENSG00000117616	213	173	225	257	287	237
ENSG00000272432	2	3	3	0	2	1
ENSG00000261349	7	9	7	9	3	9
ENSG00000187010	5	1	2	3	3	5
ENSG00000224183	9	6	12	10	10	9
ENSG00000259984	0	3	1	3	1	2
ENSG00000183726	3045	2868	2880	3486	3434	2857
ENSG00000252515	1	0	1	0	0	0
ENSG00000238889	0	0	0	0	0	0
ENSG00000188672	5	2	13	10	13	8
ENSG00000238084	14	15	15	9	12	11
ENSG00000266468	0	0	0	0	0	0
ENSG00000204178	953	1024	574	677	840	781
ENSG00000157978	1029	1055	981	1139	1160	1101
ENSG00000225643	1	1	4	2	2	1
ENSG00000117643	1	1	2	2	2	4
ENSG00000233478	0	0	0	0	0	0
ENSG00000162430	1614	1675	1728	2227	2027	1875
ENSG00000255054	0	0	0	0	0	0
ENSG00000228172	0	0	0	0	1	1
ENSG00000117640	567	517	604	731	705	633
ENSG00000223474	2	0	0	1	2	2
ENSG00000272478	0	0	0	0	0	0
ENSG00000127423	261	284	202	223	286	282
ENSG00000236528	0	1	0	0	1	0
ENSG00000182749	419	373	443	534	500	414
ENSG00000207302	0	0	0	0	0	0
ENSG00000117632	4767	5143	4834	5631	5374	5203
ENSG00000229786	0	0	0	0	1	0
ENSG00000223624	0	0	0	0	1	0
ENSG00000264021	0	0	0	0	0	0
ENSG00000266763	0	0	0	0	0	0
ENSG00000158006	1636	1829	1771	2062	1874	1723
ENSG00000207237	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0
ENSG00000158008	0	0	0	1	1	0
ENSG00000158014	3	0	1	2	3	1
ENSG00000158022	0	0	0	1	0	1
ENSG00000265320	0	0	0	0	0	0
ENSG00000175087	590	673	696	836	730	632
ENSG00000197245	0	3	1	0	1	6
ENSG00000142684	0	8	4	2	3	6
ENSG00000236782	0	1	1	0	1	0
ENSG00000142675	707	683	753	862	849	700
ENSG00000188782	0	0	1	0	0	0
ENSG00000236155	6	4	2	2	4	6
ENSG00000130695	967	989	741	845	979	901
ENSG00000270733	0	0	0	2	0	2
ENSG00000142669	6721	6212	5929	7389	6792	5734
ENSG00000158062	209	249	264	323	308	309
ENSG00000169442	6	2	3	0	4	2
ENSG00000176092	1384	1035	1106	1453	1363	1066
ENSG00000225854	3	3	1	1	1	1
ENSG00000265143	0	0	0	0	0	0
ENSG00000176083	0	0	1	2	0	1
ENSG00000131914	0	0	0	0	0	0
ENSG00000117682	1016	1122	1182	1394	1195	1111
ENSG00000223583	0	1	0	1	1	1
ENSG00000225891	0	0	2	1	4	1
ENSG00000198830	7023	8066	7793	8832	9076	8426
ENSG00000224129	0	0	0	0	1	0
ENSG00000117676	3742	3981	3733	4769	4309	3698
ENSG00000238705	0	0	0	0	0	0
ENSG00000243905	0	0	0	0	0	0
ENSG00000252802	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0
ENSG00000260063	10	30	13	15	20	18
ENSG00000117713	5036	5329	5217	6311	5980	5479
ENSG00000266138	0	0	0	0	0	0
ENSG00000060642	535	546	561	725	711	609
ENSG00000241188	0	0	0	0	0	0
ENSG00000204160	1131	1160	887	1138	1130	1003
ENSG00000175793	6546	6003	2992	3778	5594	4464
ENSG00000226698	0	0	0	0	0	0
ENSG00000142751	768	791	781	992	935	912
ENSG00000198746	372	391	426	570	502	450
ENSG00000090273	3429	3653	2879	3649	3842	3458
ENSG00000131910	6	5	15	13	10	6
ENSG00000175707	699	728	700	975	867	745
ENSG00000172746	2	3	7	3	3	3
ENSG00000224064	0	1	0	0	1	0
ENSG00000225294	0	1	1	1	0	1
ENSG00000253368	2322	2400	1445	1804	2064	1888
ENSG00000158246	42	42	71	81	50	55
ENSG00000090020	1564	1464	2010	2551	2014	1672
ENSG00000229985	0	0	0	0	0	0
ENSG00000214973	5	5	6	7	5	7
ENSG00000225159	40	52	39	45	40	53
ENSG00000225990	1	0	0	0	0	0
ENSG00000224311	0	0	0	0	0	0
ENSG00000142784	1970	1716	1953	2379	2082	1784
ENSG00000252098	0	0	0	0	0	0
ENSG00000243659	0	0	0	0	0	0
ENSG00000186501	1266	1253	1249	1526	1467	1362
ENSG00000206888	1	0	0	0	0	0
ENSG00000241547	7	10	3	3	4	7
ENSG00000142765	663	575	756	965	947	835
ENSG00000142733	1018	950	1095	1301	1245	1062
ENSG00000142748	0	0	0	1	0	0
ENSG00000174950	2	5	6	10	10	8
ENSG00000231207	0	0	0	0	0	0
ENSG00000181773	5	17	3	2	8	9
ENSG00000158195	9040	8337	7413	9072	9218	7326
ENSG00000241169	0	0	0	0	0	0
ENSG00000237429	1	2	4	7	2	2
ENSG00000126705	805	595	929	1186	977	777
ENSG00000000938	0	0	0	0	0	0
ENSG00000235912	14	17	8	14	9	13
ENSG00000233975	0	0	0	0	0	0
ENSG00000126709	34	42	50	61	51	54
ENSG00000225886	0	0	0	0	0	0
ENSG00000206767	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0
ENSG00000009780	188	163	222	255	228	254
ENSG00000231344	2	2	0	1	2	2
ENSG00000230833	0	0	0	0	0	0
ENSG00000117758	1446	1337	1428	1710	1620	1323
ENSG00000269971	0	0	0	0	0	0
ENSG00000270031	0	3	2	0	0	0
ENSG00000223062	0	0	0	0	0	0
ENSG00000117751	1255	1506	1090	1382	1522	1458
ENSG00000252947	0	0	0	0	0	0
ENSG00000268552	0	0	0	0	0	0
ENSG00000130775	35	20	45	49	33	33
ENSG00000117748	1267	1523	1244	1557	1519	1470
ENSG00000130768	791	960	783	1038	921	988
ENSG00000227050	1	0	0	1	1	1
ENSG00000158156	158	161	172	211	167	157
ENSG00000158161	1282	1388	1066	1328	1391	1271
ENSG00000238231	0	1	0	1	4	0
ENSG00000240750	0	1	0	0	0	0
ENSG00000228589	103	125	120	112	106	84
ENSG00000228943	0	0	0	0	0	0
ENSG00000214812	3	1	1	2	2	0
ENSG00000253005	0	0	0	0	1	0
ENSG00000252429	1	0	0	0	0	0
ENSG00000169403	598	490	443	546	599	413
ENSG00000126698	2173	2532	2257	2676	2535	2462
ENSG00000215902	2	8	3	4	5	9
ENSG00000269804	0	0	0	0	0	0
ENSG00000130770	1504	1579	1677	2128	1834	1736
ENSG00000270605	4	5	5	6	10	12
ENSG00000271398	1	0	1	0	4	0
ENSG00000130766	429	393	528	740	528	400
ENSG00000130772	478	528	505	630	587	518
ENSG00000204138	2017	2143	2342	2579	2503	2312
ENSG00000206779	0	0	0	0	0	0
ENSG00000229820	0	0	0	0	0	0
ENSG00000221216	0	0	0	0	0	0
ENSG00000180198	4862	5534	3854	4769	5091	5320
ENSG00000242125	473	455	398	409	488	477
ENSG00000200087	10	7	7	8	11	10
ENSG00000238821	0	0	0	0	0	0
ENSG00000231468	1	0	0	2	3	3
ENSG00000180098	516	597	501	611	605	501
ENSG00000197989	164	134	125	119	191	154
ENSG00000221539	3	3	3	3	5	3
ENSG00000120656	663	652	606	723	755	627
ENSG00000188060	8	5	11	4	11	18
ENSG00000229388	4	2	1	5	6	8
ENSG00000270103	2	0	0	0	0	0
ENSG00000162419	814	869	660	730	871	786
ENSG00000252777	0	0	0	0	0	0
ENSG00000198492	2592	3048	1996	2458	2957	2649
ENSG00000116329	0	0	0	0	0	0
ENSG00000226852	0	0	0	0	0	0
ENSG00000233427	0	0	0	0	2	0
ENSG00000199756	0	0	0	0	0	0
ENSG00000159023	2121	2303	2397	2879	2624	2346
ENSG00000225616	3	1	0	3	2	1
ENSG00000206704	0	0	0	0	0	0
ENSG00000253304	20	22	4	27	27	20
ENSG00000225750	0	0	0	0	0	0
ENSG00000116350	1853	1769	1918	2259	2006	1782
ENSG00000227637	0	0	0	0	0	0
ENSG00000116353	535	519	561	683	586	581
ENSG00000237934	0	0	0	1	2	1
ENSG00000060656	284	294	380	435	377	278
ENSG00000221550	0	0	0	0	0	0
ENSG00000230523	0	0	0	0	0	0
ENSG00000266678	0	0	0	0	0	0
ENSG00000225011	0	0	0	0	0	0
ENSG00000221126	0	0	0	0	0	0
ENSG00000228176	0	0	0	0	0	1
ENSG00000222787	0	0	0	0	0	0
ENSG00000270927	0	0	0	0	0	0
ENSG00000233399	0	1	0	0	0	0
ENSG00000233372	0	0	0	0	0	0
ENSG00000231251	0	0	0	0	0	0
ENSG00000236335	0	0	0	0	0	0
ENSG00000231949	0	0	0	0	0	0
ENSG00000162510	2	0	0	0	2	7
ENSG00000186056	12	5	7	11	14	15
ENSG00000162511	2	5	3	1	4	4
ENSG00000264773	0	0	0	0	0	0
ENSG00000229607	1	0	0	0	0	0
ENSG00000223382	1	2	0	2	1	1
ENSG00000222784	0	0	0	0	0	0
ENSG00000235143	0	0	0	0	0	0
ENSG00000162512	1764	1552	1614	1978	1843	1729
ENSG00000134644	4689	4988	4151	4966	4834	4437
ENSG00000200154	0	0	0	0	0	0
ENSG00000202107	0	0	1	1	0	3
ENSG00000200181	0	2	0	0	0	0
ENSG00000237329	0	0	0	0	0	0
ENSG00000232768	0	0	0	0	0	0
ENSG00000215900	0	0	0	0	0	1
ENSG00000225142	0	0	0	0	0	1
ENSG00000084628	1	5	7	6	2	4
ENSG00000060688	1882	2163	1807	2173	2197	2032
ENSG00000229447	0	0	2	2	4	0
ENSG00000121766	779	795	795	983	981	851
ENSG00000229044	0	0	0	0	0	0
ENSG00000121769	47	43	58	76	81	51
ENSG00000168528	7798	5881	7977	10154	9003	7026
ENSG00000268950	5	2	2	1	2	1
ENSG00000215899	2	3	2	7	6	5
ENSG00000206981	0	0	0	0	0	0
ENSG00000228682	0	0	0	3	0	0
ENSG00000223907	0	1	0	1	1	1
ENSG00000229167	344	301	232	270	357	309
ENSG00000142910	5061	3841	2911	3809	4374	3156
ENSG00000121764	7	4	2	8	11	8
ENSG00000162517	1590	1768	1696	1988	1872	1683
ENSG00000235790	1	1	2	4	4	1
ENSG00000264078	0	1	0	0	0	0
ENSG00000084636	44	36	64	91	69	52
ENSG00000121753	10	0	6	6	6	9
ENSG00000266580	0	0	0	0	0	0
ENSG00000254545	1	0	1	2	0	1
ENSG00000134668	163	126	128	132	149	120
ENSG00000203620	0	0	0	2	0	0
ENSG00000269967	1	0	1	0	1	0
ENSG00000184007	9749	10976	7966	9263	9782	8635
ENSG00000212673	1	4	4	1	2	3
ENSG00000228634	0	2	1	0	0	1
ENSG00000121774	7332	7675	6638	8026	8250	7222
ENSG00000203325	1	0	3	1	0	1
ENSG00000121775	646	664	467	651	616	645
ENSG00000266203	0	0	0	0	0	0
ENSG00000025800	3234	3345	3230	3801	3633	3228
ENSG00000250135	0	0	0	0	0	0
ENSG00000084652	2519	2774	2045	2428	2826	2809
ENSG00000160050	187	154	160	208	190	168
ENSG00000224066	2	2	2	2	1	1
ENSG00000160051	107	122	123	131	137	135
ENSG00000222046	2	1	3	2	1	2
ENSG00000160055	205	193	177	227	210	212
ENSG00000084623	9759	10693	8879	10813	10377	9836
ENSG00000220785	33	23	33	44	42	30
ENSG00000183615	6	6	4	5	4	4
ENSG00000182866	1930	1916	1017	1431	1666	1461
ENSG00000252450	0	0	0	0	0	0
ENSG00000116478	11173	11604	10421	12461	12053	10810
ENSG00000175130	14172	13396	12280	14832	15822	12854
ENSG00000233775	2	1	1	1	1	1
ENSG00000162526	1	4	2	1	2	0
ENSG00000225828	5	4	6	12	18	5
ENSG00000160058	1456	1383	1626	1930	1698	1481
ENSG00000224333	0	0	0	0	3	2
ENSG00000270850	0	0	0	0	0	0
ENSG00000229259	0	0	0	0	0	0
ENSG00000263529	0	0	0	0	0	0
ENSG00000254553	1	0	0	0	0	0
ENSG00000273274	0	0	0	1	1	0
ENSG00000160062	77	116	55	69	105	78
ENSG00000176261	574	633	542	717	708	669
ENSG00000200591	0	0	0	0	0	0
ENSG00000162521	4223	4396	4328	5336	4964	4474
ENSG00000162520	4	4	7	12	7	9
ENSG00000224409	0	0	0	1	3	1
ENSG00000162522	14486	12844	15046	18857	17040	13904
ENSG00000134684	7951	8477	6430	8370	8058	7376
ENSG00000116497	285	295	326	349	359	314
ENSG00000160097	0	2	1	1	1	0
ENSG00000121905	5	5	12	11	13	8
ENSG00000121900	1351	1222	1542	1986	1632	1479
ENSG00000221423	0	2	0	0	0	0
ENSG00000116514	1982	1743	1392	1710	1857	1460
ENSG00000267885	0	0	0	0	0	0
ENSG00000217644	0	0	1	1	1	1
ENSG00000239670	0	0	0	0	0	0
ENSG00000236065	1	0	0	0	0	0
ENSG00000004455	4989	5279	4601	5332	5355	5120
ENSG00000142920	3	2	2	4	7	2
ENSG00000116525	74	100	95	153	119	109
ENSG00000160094	112	100	202	236	190	169
ENSG00000270115	0	0	0	2	2	1
ENSG00000256142	0	0	0	0	0	0
ENSG00000184389	0	0	1	0	1	0
ENSG00000225313	14	11	7	3	3	5
ENSG00000134686	8580	8313	3194	3927	6207	5273
ENSG00000266239	3	0	0	0	0	2
ENSG00000222112	10	6	1	1	0	3
ENSG00000233246	8	12	6	6	6	4
ENSG00000221225	0	0	0	0	0	0
ENSG00000234512	0	0	1	0	5	2
ENSG00000121903	173	170	185	191	178	188
ENSG00000235907	1	1	0	1	0	2
ENSG00000121904	1	0	1	1	0	1
ENSG00000227000	0	0	0	0	0	0
ENSG00000176256	0	0	0	0	0	0
ENSG00000231163	0	0	0	1	0	0
ENSG00000201148	0	0	0	0	0	0
ENSG00000142698	0	0	0	0	0	0
ENSG00000221053	0	0	0	0	0	0
ENSG00000270241	0	0	0	0	0	0
ENSG00000207941	0	0	0	0	0	0
ENSG00000163866	1038	1059	791	944	1079	990
ENSG00000189280	38	33	26	27	22	29
ENSG00000189433	200	181	68	77	138	87
ENSG00000255811	0	0	0	0	0	0
ENSG00000216162	0	0	0	0	0	0
ENSG00000188910	3889	3289	1737	2192	2945	2244
ENSG00000187513	0	0	0	0	0	0
ENSG00000230163	20	27	20	19	36	25
ENSG00000116544	0	0	1	3	2	2
ENSG00000252728	0	0	0	0	0	0
ENSG00000241014	15	12	25	29	30	22
ENSG00000271741	0	0	0	0	0	0
ENSG00000243749	0	0	0	0	0	1
ENSG00000163867	163	144	164	180	199	166
ENSG00000233940	0	0	0	0	0	0
ENSG00000197056	408	400	400	543	523	492
ENSG00000228348	2	1	0	0	0	2
ENSG00000116560	9043	10205	6207	7054	10096	8958
ENSG00000201868	0	0	0	0	0	0
ENSG00000263591	0	0	0	0	0	0
ENSG00000146463	2093	2331	2173	2660	2493	2373
ENSG00000240374	0	0	0	0	0	0
ENSG00000201542	1	0	0	0	0	0
ENSG00000229994	78	85	78	93	97	78
ENSG00000227409	0	0	0	0	0	0
ENSG00000202129	0	0	0	0	0	0
ENSG00000142687	2335	2409	2786	3277	2904	2584
ENSG00000236274	0	0	0	0	0	0
ENSG00000020129	1097	1112	970	1171	1278	1280
ENSG00000239636	0	0	0	2	0	0
ENSG00000116819	48	43	29	30	30	36
ENSG00000126067	4632	5316	4639	5603	5197	4962
ENSG00000239859	0	0	0	0	0	0
ENSG00000142686	505	535	300	340	529	462
ENSG00000092853	786	871	697	803	913	949
ENSG00000232335	0	0	0	0	0	0
ENSG00000134698	1038	868	1039	1240	1214	916
ENSG00000092847	2193	2318	2339	2960	2606	2512
ENSG00000271164	0	0	0	0	0	0
ENSG00000271914	1	0	1	1	0	0
ENSG00000126070	601	552	537	558	680	548
ENSG00000271554	1	0	1	1	2	2
ENSG00000232862	0	0	1	0	0	0
ENSG00000092850	0	0	0	0	0	1
ENSG00000116863	741	760	592	703	841	727
ENSG00000171812	5	0	5	7	6	5
ENSG00000054116	1329	1379	1293	1562	1492	1420
ENSG00000116871	2396	2072	2020	2535	2473	2183
ENSG00000264592	0	0	0	0	0	0
ENSG00000054118	5362	5438	5654	6693	6458	5855
ENSG00000231849	0	0	0	0	0	0
ENSG00000214193	1072	831	1068	1229	1293	968
ENSG00000142694	96	65	130	139	113	106
ENSG00000116883	107	81	136	133	161	127
ENSG00000196182	2496	2174	1209	1409	2021	1529
ENSG00000181817	493	529	408	554	519	528
ENSG00000222821	0	0	0	0	0	0
ENSG00000116885	34	31	51	52	42	41
ENSG00000201448	0	0	0	0	0	0
ENSG00000116898	1925	2086	1996	2363	2245	2060
ENSG00000119535	0	0	0	0	1	2
ENSG00000230214	0	0	0	0	0	0
ENSG00000234481	0	0	0	0	0	0
ENSG00000163873	1	0	0	0	1	0
ENSG00000264698	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0
ENSG00000223944	0	0	0	0	0	0
ENSG00000252368	0	0	0	0	0	0
ENSG00000230451	0	0	0	0	0	0
ENSG00000233621	112	150	115	124	129	116
ENSG00000163874	873	691	736	944	886	820
ENSG00000163875	939	903	764	929	1014	800
ENSG00000263675	0	0	0	0	1	2
ENSG00000163877	662	660	525	675	732	651
ENSG00000232273	5	3	2	6	4	3
ENSG00000237749	27	20	12	22	8	17
ENSG00000163879	586	630	572	632	635	580
ENSG00000134697	2072	2300	1232	1574	2117	1848
ENSG00000169218	8	7	6	12	4	6
ENSG00000116922	710	729	374	470	681	617
ENSG00000134690	2585	2799	2551	3003	2932	2837
ENSG00000183317	298	295	275	361	350	346
ENSG00000200421	0	0	0	0	0	0
ENSG00000238871	0	0	0	0	0	0
ENSG00000214141	0	0	1	0	0	0
ENSG00000227416	0	0	0	0	0	0
ENSG00000185090	198	240	142	209	197	192
ENSG00000233728	0	0	0	0	0	0
ENSG00000196449	799	827	318	451	625	492
ENSG00000197982	592	621	490	719	614	566
ENSG00000188786	1089	1196	840	956	1072	929
ENSG00000230610	0	0	0	0	0	0
ENSG00000235673	0	0	0	0	0	0
ENSG00000230955	0	0	0	0	0	0
ENSG00000204084	328	274	394	397	402	360
ENSG00000252448	0	0	0	0	1	1
ENSG00000222282	0	0	0	0	0	0
ENSG00000183431	3139	3758	2529	3013	3328	3285
ENSG00000212541	1	1	1	0	2	0
ENSG00000183386	611	575	254	365	474	393
ENSG00000183520	1348	1501	897	1051	1268	1184
ENSG00000185668	9	4	3	7	2	2
ENSG00000224592	15	10	14	15	14	10
ENSG00000223589	0	0	0	0	0	0
ENSG00000265596	0	0	0	0	0	0
ENSG00000237290	0	0	0	1	0	0
ENSG00000200796	0	0	0	0	0	0
ENSG00000238063	0	1	0	0	0	0
ENSG00000215895	15	13	13	16	13	17
ENSG00000116954	626	644	762	948	747	639
ENSG00000228436	4	1	5	4	4	2
ENSG00000214114	887	1038	963	1125	1061	994
ENSG00000131233	0	0	0	0	0	0
ENSG00000158315	698	716	846	963	909	749
ENSG00000199963	0	0	0	0	0	0
ENSG00000207466	0	0	0	0	0	0
ENSG00000235549	0	0	0	0	0	0
ENSG00000174574	2487	2676	1841	2184	2485	2082
ENSG00000168653	3393	3760	3500	4052	3976	3584
ENSG00000127603	9832	8552	6719	8310	8940	6738
ENSG00000206654	0	0	0	0	0	0
ENSG00000222378	0	0	0	0	0	0
ENSG00000270040	0	0	0	0	0	0
ENSG00000226438	0	0	0	0	0	0
ENSG00000217897	2	2	2	1	3	4
ENSG00000255103	1324	1114	585	676	938	825
ENSG00000183682	3	1	0	1	0	2
ENSG00000237624	0	0	0	0	0	1
ENSG00000182109	6	0	2	1	3	1
ENSG00000243970	1	3	0	1	1	0
ENSG00000090621	3064	2972	2713	3487	3557	3157
ENSG00000228060	2	2	0	1	4	2
ENSG00000201457	8	4	5	1	3	2
ENSG00000163909	4	5	4	8	7	10
ENSG00000225903	0	0	0	0	0	0
ENSG00000116981	0	0	0	0	0	1
ENSG00000116983	0	0	1	0	0	0
ENSG00000084072	1277	1348	1310	1629	1485	1342
ENSG00000225333	0	0	0	0	0	0
ENSG00000252413	0	0	0	0	0	0
ENSG00000116985	183	209	258	275	261	263
ENSG00000198754	7	12	10	7	11	7
ENSG00000261798	1	0	1	2	0	4
ENSG00000229213	0	0	0	0	1	0
ENSG00000043514	644	696	647	787	828	748
ENSG00000202222	0	0	0	0	0	0
ENSG00000116990	140	142	319	416	264	234
ENSG00000236546	0	0	0	0	0	1
ENSG00000207356	0	0	0	0	0	0
ENSG00000168389	183	215	49	51	126	94
ENSG00000228477	26	22	26	23	20	21
ENSG00000131236	12549	12403	10989	13784	13191	11086
ENSG00000131238	3471	4048	3585	4446	3982	3975
ENSG00000226745	0	0	0	0	2	2
ENSG00000117000	1146	1102	904	1163	1298	1090
ENSG00000207508	0	0	0	0	0	0
